FIELD_NAME,RA_DEG,DEC_DEG
RACS_0310-56A,47.6470583333333,-56.3062944444444
RACS_0317+31A,49.4117625,31.3828472222222
RACS_0317-31A,49.4117625,-31.3874361111111
RACS_0318-62A,49.6551708333333,-62.4986277777778
RACS_0320-43A,50.2325541666667,-43.8726027777778
RACS_0322+12A,50.5263125,12.5810805555556
RACS_0322-12A,50.5263125,-12.5856855555556
RACS_0329+18A,52.3636333333333,18.8580194444444
RACS_0329-18A,52.3636333333333,-18.8626194444444
RACS_0330-68A,52.5,-68.6714888888889
RACS_0331+00A,52.7586166666667,0.0
RACS_0331+06A,52.7586166666667,6.29503611111111
RACS_0331-06A,52.7586166666667,-6.29964722222222
RACS_0334+37A,53.6170208333333,37.6317138888889
RACS_0334-37A,53.6170208333333,-37.6363
RACS_0337+25A,54.3396208333333,25.1251944444444
RACS_0337-25A,54.3396208333333,-25.1297888888889
RACS_0341-50A,55.3846125,-50.0959083333333
RACS_0345+31A,56.4705875,31.3828472222222
RACS_0345-31A,56.4705875,-31.3874361111111
RACS_0347+12A,56.8421041666667,12.5810805555556
RACS_0347-12A,56.8421041666667,-12.5856855555556
RACS_0352-56A,58.2352916666667,-56.3062944444444
RACS_0354-43A,58.60465,-43.8726027777778
RACS_0354-71A,58.6853958333333,-71.6045583333333
RACS_0355+00A,58.9655166666667,0.0
RACS_0355+06A,58.9655166666667,6.29503611111111
RACS_0355+18A,58.9090875,18.8580194444444
RACS_0355-06A,58.9655166666667,-6.29964722222222
RACS_0355-18A,58.9090875,-18.8626194444444
RACS_0404+25A,61.132075,25.1251944444444
RACS_0404-25A,61.13207500000001,-25.1297888888889
RACS_0405+37A,61.2765916666667,37.6317138888889
RACS_0405-37A,61.2765916666667,-37.6363
RACS_0408-62A,62.0689625,-62.4986277777778
RACS_0412+12A,63.1578916666667,12.5810805555556
RACS_0412-12A,63.1578916666667,-12.5856855555556
RACS_0414+31A,63.5294083333333,31.3828472222222
RACS_0414-31A,63.5294083333333,-31.3874361111111
RACS_0418-50A,64.6153833333333,-50.0959083333333
RACS_0420+00A,65.1724125,0.0
RACS_0420+06A,65.1724125,6.29503611111111
RACS_0420-06A,65.1724125,-6.29964722222222
RACS_0421+18A,65.4545416666667,18.8580194444444
RACS_0421-18A,65.4545416666667,-18.8626194444444
RACS_0427-43A,66.9767416666667,-43.8726027777778
RACS_0430-68A,67.5,-68.6714888888889
RACS_0431+25A,67.924525,25.1251944444444
RACS_0431-25A,67.924525,-25.1297888888889
RACS_0435+37A,68.9361666666667,37.6317138888889
RACS_0435-37A,68.9361666666667,-37.6363
RACS_0435-56A,68.8235291666667,-56.3062944444444
RACS_0437+12A,69.4736833333333,12.5810805555556
RACS_0437-12A,69.4736833333333,-12.5856855555556
RACS_0442+31A,70.5882333333333,31.3828472222222
RACS_0442-31A,70.5882333333333,-31.3874361111111
RACS_0445+00A,71.3793083333333,0.0
RACS_0445+06A,71.3793083333333,6.29503611111111
RACS_0445-06A,71.3793083333333,-6.29964722222222
RACS_0445-80A,71.4702333333333,-80.0435305555556
RACS_0448+18A,72.0,18.8580194444444
RACS_0448-18A,72.0,-18.8626194444444
RACS_0455-50A,73.84615,-50.0959083333333
RACS_0457-62A,74.4827583333333,-62.4986277777778
RACS_0458+25A,74.7169791666667,25.1251944444444
RACS_0458-25A,74.7169791666667,-25.1297888888889
RACS_0501-43A,75.3488333333333,-43.8726027777778
RACS_0503+12A,75.7894708333333,12.5810805555556
RACS_0503-12A,75.7894708333333,-12.5856855555556
RACS_0506+37A,76.5957416666667,37.6317138888889
RACS_0506-37A,76.5957416666667,-37.6363
RACS_0510+00A,77.5862041666667,0.0
RACS_0510+06A,77.5862041666667,6.29503611111111
RACS_0510+31A,77.6470583333333,31.3828472222222
RACS_0510-06A,77.5862041666667,-6.29964722222222
RACS_0510-31A,77.6470583333333,-31.3874361111111
RACS_0514+18A,78.5454541666667,18.8580194444444
RACS_0514-18A,78.5454541666667,-18.8626194444444
RACS_0514-73A,78.5393625,-73.9461611111111
RACS_0517-56A,79.4117625,-56.3062944444444
RACS_0526+25A,81.5094333333333,25.1251944444444
RACS_0526-25A,81.5094333333333,-25.1297888888889
RACS_0528+12A,82.1052625,12.5810805555556
RACS_0528-12A,82.1052625,-12.5856855555556
RACS_0530-68A,82.5,-68.6714888888889
RACS_0532-50A,83.0769208333333,-50.0959083333333
RACS_0534-43A,83.7209291666667,-43.8726027777778
RACS_0535+00A,83.7931,0.0
RACS_0535+06A,83.7931,6.29503611111111
RACS_0535-06A,83.7931,-6.29964722222222
RACS_0537+37A,84.2553166666667,37.6317138888889
RACS_0537-37A,84.2553166666667,-37.6363
RACS_0538+31A,84.7058791666667,31.3828472222222
RACS_0538-31A,84.7058791666667,-31.3874361111111
RACS_0540+18A,85.0909083333333,18.8580194444444
RACS_0540-18A,85.0909083333333,-18.8626194444444
RACS_0547-62A,86.89655,-62.4986277777778
RACS_0553+12A,88.42105,12.5810805555556
RACS_0553+25A,88.3018833333333,25.1251944444444
RACS_0553-12A,88.42105,-12.5856855555556
RACS_0553-25A,88.3018833333333,-25.1297888888889
RACS_0559-56A,90.0,-56.3062944444444
RACS_0600+00A,90.0,0.0
RACS_0600+06A,90.0,6.29503611111111
RACS_0600-06A,90.0,-6.29964722222222
RACS_0606+18A,91.6363625,18.8580194444444
RACS_0606-18A,91.6363625,-18.8626194444444
RACS_0607+31A,91.7647041666667,31.3828472222222
RACS_0607+37A,91.9148916666667,37.6317138888889
RACS_0607-31A,91.7647041666667,-31.3874361111111
RACS_0607-37A,91.9148916666667,-37.6363
RACS_0608-43A,92.0930208333333,-43.8726027777778
RACS_0609-50A,92.3076916666667,-50.0959083333333
RACS_0618+12A,94.7368416666667,12.5810805555556
RACS_0618-12A,94.7368416666667,-12.5856855555556
RACS_0620+25A,95.0943375,25.1251944444444
RACS_0620-25A,95.0943375,-25.1297888888889
RACS_0624+00A,96.2068958333333,0.0
RACS_0624+06A,96.2068958333333,6.29503611111111
RACS_0624-06A,96.2068958333333,-6.29964722222222
RACS_0630-68A,97.5,-68.6714888888889
RACS_0632+18A,98.1818166666667,18.8580194444444
RACS_0632-18A,98.1818166666667,-18.8626194444444
RACS_0635+31A,98.8235291666667,31.3828472222222
RACS_0635-31A,98.8235291666667,-31.3874361111111
RACS_0637-62A,99.3103416666667,-62.4986277777778
RACS_0638+37A,99.5744666666666,37.6317138888889
RACS_0638-37A,99.5744666666666,-37.6363
RACS_0641-43A,100.4651125,-43.8726027777778
RACS_0642-56A,100.588233333333,-56.3062944444444
RACS_0644+12A,101.052629166667,12.5810805555556
RACS_0644-12A,101.052629166667,-12.5856855555556
RACS_0645-73A,101.460633333333,-73.9461611111111
RACS_0646-50A,101.538458333333,-50.0959083333333
RACS_0647+25A,101.886791666667,25.1251944444444
RACS_0647-25A,101.886791666667,-25.1297888888889
RACS_0649+00A,102.413791666667,0.0
RACS_0649+06A,102.413791666667,6.29503611111111
RACS_0649-06A,102.413791666667,-6.29964722222222
RACS_0658+18A,104.727270833333,18.8580194444444
RACS_0658-18A,104.727270833333,-18.8626194444444
RACS_0703+31A,105.88235,31.3828472222222
RACS_0703-31A,105.88235,-31.3874361111111
RACS_0708+37A,107.234041666667,37.6317138888889
RACS_0708-37A,107.234041666667,-37.6363
RACS_0709+12A,107.368420833333,12.5810805555556
RACS_0709-12A,107.368420833333,-12.5856855555556
RACS_0714+00A,108.6206875,0.0
RACS_0714+06A,108.6206875,6.29503611111111
RACS_0714+25A,108.679241666667,25.1251944444444
RACS_0714-06A,108.6206875,-6.29964722222222
RACS_0714-25A,108.679241666667,-25.1297888888889
RACS_0714-80A,108.5297625,-80.0435305555556
RACS_0715-43A,108.837208333333,-43.8726027777778
RACS_0723-50A,110.769229166667,-50.0959083333333
RACS_0724-56A,111.176466666667,-56.3062944444444
RACS_0725+18A,111.272725,18.8580194444444
RACS_0725-18A,111.272725,-18.8626194444444
RACS_0726-62A,111.7241375,-62.4986277777778
RACS_0730-68A,112.5,-68.6714888888889
RACS_0731+31A,112.941175,31.3828472222222
RACS_0731-31A,112.941175,-31.3874361111111
RACS_0734+12A,113.684208333333,12.5810805555556
RACS_0734-12A,113.684208333333,-12.5856855555556
RACS_0739+00A,114.827583333333,0.0
RACS_0739+06A,114.827583333333,6.29503611111111
RACS_0739+37A,114.893616666667,37.6317138888889
RACS_0739-06A,114.827583333333,-6.29964722222222
RACS_0739-37A,114.893616666667,-37.6363
RACS_0741+25A,115.471695833333,25.1251944444444
RACS_0741-25A,115.471695833333,-25.1297888888889
RACS_0748-43A,117.2093,-43.8726027777778
RACS_0751+18A,117.818179166667,18.8580194444444
RACS_0751-18A,117.818179166667,-18.8626194444444
RACS_0800+12A,120.0,12.5810805555556
RACS_0800+31A,120.0,31.3828472222222
RACS_0800-12A,120.0,-12.5856855555556
RACS_0800-31A,120.0,-31.3874361111111
RACS_0800-50A,120.0,-50.0959083333333
RACS_0804+00A,121.034479166667,0.0
RACS_0804+06A,121.034479166667,6.29503611111111
RACS_0804-06A,121.034479166667,-6.29964722222222
RACS_0805-71A,121.3146,-71.6045583333333
RACS_0807-56A,121.764704166667,-56.3062944444444
RACS_0809+25A,122.26415,25.1251944444444
RACS_0809-25A,122.26415,-25.1297888888889
RACS_0810+37A,122.5531875,37.6317138888889
RACS_0810-37A,122.5531875,-37.6363
RACS_0816-62A,124.137929166667,-62.4986277777778
RACS_0817+18A,124.363633333333,18.8580194444444
RACS_0817-18A,124.363633333333,-18.8626194444444
RACS_0822-43A,125.581391666667,-43.8726027777778
RACS_0825+12A,126.3157875,12.5810805555556
RACS_0825-12A,126.3157875,-12.5856855555556
RACS_0828+00A,127.241379166667,0.0
RACS_0828+06A,127.241379166667,6.29503611111111
RACS_0828+31A,127.058820833333,31.3828472222222
RACS_0828-06A,127.241379166667,-6.29964722222222
RACS_0828-31A,127.058820833333,-31.3874361111111
RACS_0830-68A,127.5,-68.6714888888889
RACS_0836+25A,129.0566,25.1251944444444
RACS_0836-25A,129.0566,-25.1297888888889
RACS_0836-50A,129.230766666667,-50.0959083333333
RACS_0840+37A,130.2127625,37.6317138888889
RACS_0840-37A,130.2127625,-37.6363
RACS_0843+18A,130.9090875,18.8580194444444
RACS_0843-18A,130.9090875,-18.8626194444444
RACS_0849-56A,132.3529375,-56.3062944444444
RACS_0850+12A,132.631575,12.5810805555556
RACS_0850-12A,132.631575,-12.5856855555556
RACS_0853+00A,133.448275,0.0
RACS_0853+06A,133.448275,6.29503611111111
RACS_0853-06A,133.448275,-6.29964722222222
RACS_0855-43A,133.9534875,-43.8726027777778
RACS_0856+31A,134.117645833333,31.3828472222222
RACS_0856-31A,134.117645833333,-31.3874361111111
RACS_0900-76A,135.16135,-76.6262583333333
RACS_0900-85A,135.0421125,-85.5465055555556
RACS_0903+25A,135.849054166667,25.1251944444444
RACS_0903-25A,135.849054166667,-25.1297888888889
RACS_0906-62A,136.551720833333,-62.4986277777778
RACS_0909+18A,137.454541666667,18.8580194444444
RACS_0909-18A,137.454541666667,-18.8626194444444
RACS_0911+37A,137.8723375,37.6317138888889
RACS_0911-37A,137.8723375,-37.6363
RACS_0913-50A,138.4615375,-50.0959083333333
RACS_0915+12A,138.947366666667,12.5810805555556
RACS_0915-12A,138.947366666667,-12.5856855555556
RACS_0918+00A,139.655170833333,0.0
RACS_0918+06A,139.655170833333,6.29503611111111
RACS_0918-06A,139.655170833333,-6.29964722222222
RACS_0924+31A,141.176466666667,31.3828472222222
RACS_0924-31A,141.176466666667,-31.3874361111111
RACS_0926-69A,141.5069125,-69.7458444444444
RACS_0929-43A,142.325579166667,-43.8726027777778
RACS_0930+25A,142.641508333333,25.1251944444444
RACS_0930-25A,142.641508333333,-25.1297888888889
RACS_0930-68A,142.5,-68.6714888888889
RACS_0931-56A,142.941175,-56.3062944444444
RACS_0936+18A,144.0,18.8580194444444
RACS_0936-18A,144.0,-18.8626194444444
RACS_0941+12A,145.263154166667,12.5810805555556
RACS_0941-12A,145.263154166667,-12.5856855555556
RACS_0942+37A,145.5319125,37.6317138888889
RACS_0942-37A,145.5319125,-37.6363
RACS_0943+00A,145.862066666667,0.0
RACS_0943+06A,145.862066666667,6.29503611111111
RACS_0943-06A,145.862066666667,-6.29964722222222
RACS_0950-50A,147.692304166667,-50.0959083333333
RACS_0952+31A,148.235291666667,31.3828472222222
RACS_0952-31A,148.235291666667,-31.3874361111111
RACS_0955-62A,148.965516666667,-62.4986277777778
RACS_0957+25A,149.433958333333,25.1251944444444
RACS_0957-25A,149.433958333333,-25.1297888888889
RACS_1002+18A,150.545454166667,18.8580194444444
RACS_1002-18A,150.545454166667,-18.8626194444444
RACS_1002-43A,150.697670833333,-43.8726027777778
RACS_1006+12A,151.578945833333,12.5810805555556
RACS_1006-12A,151.578945833333,-12.5856855555556
RACS_1008+00A,152.0689625,0.0
RACS_1008+06A,152.0689625,6.29503611111111
RACS_1008-06A,152.0689625,-6.29964722222222
RACS_1012+37A,153.1914875,37.6317138888889
RACS_1012-37A,153.1914875,-37.6363
RACS_1014-56A,153.529408333333,-56.3062944444444
RACS_1021+31A,155.294116666667,31.3828472222222
RACS_1021-31A,155.294116666667,-31.3874361111111
RACS_1024+25A,156.2264125,25.1251944444444
RACS_1024-25A,156.2264125,-25.1297888888889
RACS_1027-50A,156.923075,-50.0959083333333
RACS_1028+18A,157.090908333333,18.8580194444444
RACS_1028-18A,157.090908333333,-18.8626194444444
RACS_1030-68A,157.5,-68.6714888888889
RACS_1031+12A,157.894733333333,12.5810805555556
RACS_1031-12A,157.894733333333,-12.5856855555556
RACS_1032-73A,158.190379166667,-73.0317138888889
RACS_1033+00A,158.275858333333,0.0
RACS_1033+06A,158.275858333333,6.29503611111111
RACS_1033-06A,158.275858333333,-6.29964722222222
RACS_1036-43A,159.069766666667,-43.8726027777778
RACS_1043+37A,160.8510625,37.6317138888889
RACS_1043-37A,160.8510625,-37.6363
RACS_1045-62A,161.379308333333,-62.4986277777778
RACS_1046-80A,161.591520833333,-80.0458166666667
RACS_1049+31A,162.3529375,31.3828472222222
RACS_1049-31A,162.3529375,-31.3874361111111
RACS_1052+25A,163.018866666667,25.1251944444444
RACS_1052-25A,163.018866666667,-25.1297888888889
RACS_1054+18A,163.6363625,18.8580194444444
RACS_1054-18A,163.6363625,-18.8626194444444
RACS_1056+12A,164.210525,12.5810805555556
RACS_1056-12A,164.210525,-12.5856855555556
RACS_1056-56A,164.117645833333,-56.3062944444444
RACS_1057+00A,164.482758333333,0.0
RACS_1057+06A,164.482758333333,6.29503611111111
RACS_1057-06A,164.482758333333,-6.29964722222222
RACS_1104-50A,166.153845833333,-50.0959083333333
RACS_1109-43A,167.441858333333,-43.8726027777778
RACS_1114+37A,168.5106375,37.6317138888889
RACS_1114-37A,168.5106375,-37.6363
RACS_1117+31A,169.4117625,31.3828472222222
RACS_1117-31A,169.4117625,-31.3874361111111
RACS_1119+25A,169.811316666667,25.1251944444444
RACS_1119-25A,169.811316666667,-25.1297888888889
RACS_1120+18A,170.181816666667,18.8580194444444
RACS_1120-18A,170.181816666667,-18.8626194444444
RACS_1122+00A,170.689654166667,0.0
RACS_1122+06A,170.689654166667,6.29503611111111
RACS_1122+12A,170.5263125,12.5810805555556
RACS_1122-06A,170.689654166667,-6.29964722222222
RACS_1122-12A,170.5263125,-12.5856855555556
RACS_1130-68A,172.5,-68.6714888888889
RACS_1135-62A,173.7931,-62.4986277777778
RACS_1138-56A,174.705879166667,-56.3062944444444
RACS_1141-50A,175.3846125,-50.0959083333333
RACS_1143-43A,175.81395,-43.8726027777778
RACS_1144+37A,176.1702125,37.6317138888889
RACS_1144-37A,176.1702125,-37.6363
RACS_1145+31A,176.4705875,31.3828472222222
RACS_1145-31A,176.4705875,-31.3874361111111
RACS_1146+18A,176.727270833333,18.8580194444444
RACS_1146+25A,176.603770833333,25.1251944444444
RACS_1146-18A,176.727270833333,-18.8626194444444
RACS_1146-25A,176.603770833333,-25.1297888888889
RACS_1147+00A,176.89655,0.0
RACS_1147+06A,176.89655,6.29503611111111
RACS_1147+12A,176.842104166667,12.5810805555556
RACS_1147-06A,176.89655,-6.29964722222222
RACS_1147-12A,176.842104166667,-12.5856855555556
RACS_1200-74A,180.0,-74.279
RACS_1212+00A,183.103445833333,0.0
RACS_1212+06A,183.103445833333,6.29503611111111
RACS_1212+12A,183.157891666667,12.5810805555556
RACS_1212-06A,183.103445833333,-6.29964722222222
RACS_1212-12A,183.157891666667,-12.5856855555556
RACS_1213+18A,183.272725,18.8580194444444
RACS_1213+25A,183.396225,25.1251944444444
RACS_1213-18A,183.272725,-18.8626194444444
RACS_1213-25A,183.396225,-25.1297888888889
RACS_1214+31A,183.529408333333,31.3828472222222
RACS_1214-31A,183.529408333333,-31.3874361111111
RACS_1215+37A,183.829783333333,37.6317138888889
RACS_1215-37A,183.829783333333,-37.6363
RACS_1216-43A,184.186045833333,-43.8726027777778
RACS_1218-50A,184.615383333333,-50.0959083333333
RACS_1221-56A,185.294116666667,-56.3062944444444
RACS_1224-62A,186.206895833333,-62.4986277777778
RACS_1230-68A,187.5,-68.6714888888889
RACS_1237+00A,189.310341666667,0.0
RACS_1237+06A,189.310341666667,6.29503611111111
RACS_1237+12A,189.473683333333,12.5810805555556
RACS_1237-06A,189.310341666667,-6.29964722222222
RACS_1237-12A,189.473683333333,-12.5856855555556
RACS_1239+18A,189.818179166667,18.8580194444444
RACS_1239-18A,189.818179166667,-18.8626194444444
RACS_1240+25A,190.188679166667,25.1251944444444
RACS_1240-25A,190.188679166667,-25.1297888888889
RACS_1242+31A,190.588233333333,31.3828472222222
RACS_1242-31A,190.588233333333,-31.3874361111111
RACS_1245+37A,191.489358333333,37.6317138888889
RACS_1245-37A,191.489358333333,-37.6363
RACS_1250-43A,192.5581375,-43.8726027777778
RACS_1255-50A,193.84615,-50.0959083333333
RACS_1302+00A,195.5172375,0.0
RACS_1302+06A,195.5172375,6.29503611111111
RACS_1302-06A,195.5172375,-6.29964722222222
RACS_1303+12A,195.789470833333,12.5810805555556
RACS_1303-12A,195.789470833333,-12.5856855555556
RACS_1303-56A,195.88235,-56.3062944444444
RACS_1305+18A,196.363633333333,18.8580194444444
RACS_1305-18A,196.363633333333,-18.8626194444444
RACS_1307+25A,196.981129166667,25.1251944444444
RACS_1307-25A,196.981129166667,-25.1297888888889
RACS_1310+31A,197.647058333333,31.3828472222222
RACS_1310-31A,197.647058333333,-31.3874361111111
RACS_1313-80A,198.408475,-80.0458166666667
RACS_1314-62A,198.6206875,-62.4986277777778
RACS_1316+37A,199.148933333333,37.6317138888889
RACS_1316-37A,199.148933333333,-37.6363
RACS_1323-43A,200.930229166667,-43.8726027777778
RACS_1326+00A,201.7241375,0.0
RACS_1326+06A,201.7241375,6.29503611111111
RACS_1326-06A,201.7241375,-6.29964722222222
RACS_1327-73A,201.809616666667,-73.0317138888889
RACS_1328+12A,202.1052625,12.5810805555556
RACS_1328-12A,202.1052625,-12.5856855555556
RACS_1330-68A,202.5,-68.6714888888889
RACS_1331+18A,202.9090875,18.8580194444444
RACS_1331-18A,202.9090875,-18.8626194444444
RACS_1332-50A,203.076920833333,-50.0959083333333
RACS_1335+25A,203.773583333333,25.1251944444444
RACS_1335-25A,203.773583333333,-25.1297888888889
RACS_1338+31A,204.705879166667,31.3828472222222
RACS_1338-31A,204.705879166667,-31.3874361111111
RACS_1345-56A,206.4705875,-56.3062944444444
RACS_1347+37A,206.808508333333,37.6317138888889
RACS_1347-37A,206.808508333333,-37.6363
RACS_1351+00A,207.931033333333,0.0
RACS_1351+06A,207.931033333333,6.29503611111111
RACS_1351-06A,207.931033333333,-6.29964722222222
RACS_1353+12A,208.42105,12.5810805555556
RACS_1353-12A,208.42105,-12.5856855555556
RACS_1357+18A,209.454541666667,18.8580194444444
RACS_1357-18A,209.454541666667,-18.8626194444444
RACS_1357-43A,209.302325,-43.8726027777778
RACS_1402+25A,210.5660375,25.1251944444444
RACS_1402-25A,210.5660375,-25.1297888888889
RACS_1404-62A,211.034479166667,-62.4986277777778
RACS_1407+31A,211.764704166667,31.3828472222222
RACS_1407-31A,211.764704166667,-31.3874361111111
RACS_1409-50A,212.307691666667,-50.0959083333333
RACS_1416+00A,214.137929166667,0.0
RACS_1416+06A,214.137929166667,6.29503611111111
RACS_1416-06A,214.137929166667,-6.29964722222222
RACS_1417+37A,214.468083333333,37.6317138888889
RACS_1417-37A,214.468083333333,-37.6363
RACS_1418+12A,214.736841666667,12.5810805555556
RACS_1418-12A,214.736841666667,-12.5856855555556
RACS_1424+18A,216.0,18.8580194444444
RACS_1424-18A,216.0,-18.8626194444444
RACS_1428-56A,217.058820833333,-56.3062944444444
RACS_1429+25A,217.3584875,25.1251944444444
RACS_1429-25A,217.3584875,-25.1297888888889
RACS_1430-43A,217.674416666667,-43.8726027777778
RACS_1430-68A,217.5,-68.6714888888889
RACS_1433-69A,218.493083333333,-69.7458444444444
RACS_1435+31A,218.823529166667,31.3828472222222
RACS_1435-31A,218.823529166667,-31.3874361111111
RACS_1441+00A,220.344825,0.0
RACS_1441+06A,220.344825,6.29503611111111
RACS_1441-06A,220.344825,-6.29964722222222
RACS_1444+12A,221.052629166667,12.5810805555556
RACS_1444-12A,221.052629166667,-12.5856855555556
RACS_1446-50A,221.538458333333,-50.0959083333333
RACS_1448+37A,222.127658333333,37.6317138888889
